iter	Logloss
127	0.1407109306
128	0.1397406685
129	0.1385837683
130	0.1371946627
131	0.1363778753
132	0.1353446999
133	0.1345330164
134	0.1338038277
135	0.1329172562
136	0.1316664132
137	0.13059782
138	0.1296025814
139	0.1284061656
140	0.127540499
141	0.1268548672
142	0.1259655186
143	0.1251378686
144	0.1242392371
145	0.1230475096
146	0.1222092487
147	0.1215918363
148	0.1205825488
149	0.1196091521
150	0.1190527906
151	0.1182430546
152	0.1173663347
153	0.1166047344
154	0.1158566187
155	0.1152253034
156	0.1143909103
157	0.1136471159
158	0.1128196563
159	0.1121490989
160	0.1112840749
161	0.1105988753
162	0.1099842545
163	0.1092115212
164	0.1087545325
165	0.1078055484
166	0.1070943761
167	0.1065690359
168	0.1059429579
169	0.1052137476
170	0.1045634835
171	0.1036706802
172	0.1028812877
173	0.1022545318
174	0.101713504
175	0.1012130054
176	0.100470328
177	0.09986757302
178	0.09906662722
179	0.09842641445
180	0.09769198737
181	0.09700422423
182	0.09631796279
183	0.09572333589
184	0.09507160442
185	0.09455355804
186	0.09403919433
187	0.09325053432
188	0.09263256425
189	0.09208744813
190	0.09156872209
191	0.09094319889
192	0.09047978838
193	0.09014420265
194	0.08966940862
195	0.08904686464
196	0.08847390613
197	0.08805330324
198	0.0875208088
199	0.08706375829
200	0.08660182766
201	0.08604212102
202	0.08560840854
203	0.08512850535
204	0.08474598702
205	0.08438761786
206	0.08377953625
207	0.08322870201
208	0.0827218739
209	0.08235758505
210	0.0819292126
211	0.08153398897
212	0.08116030336
213	0.08075065043
214	0.08027066477
215	0.0797746165
216	0.07928514111
217	0.07886770291
218	0.07846936016
219	0.07791103535
220	0.07749441446
221	0.07711514754
222	0.07682208291
223	0.0764535652
224	0.0759597973
225	0.0757052746
226	0.07535847107
227	0.07504712178
228	0.07466820587
229	0.07424233924
230	0.0739438609
231	0.07358315861
232	0.07327897597
233	0.07289921271
234	0.07244263767
235	0.07201647243
236	0.07168799562
237	0.0713004105
238	0.07096904283
239	0.07061837158
240	0.07035736244
241	0.07009840018
242	0.06979416632
243	0.06935332985
244	0.06887427785
245	0.06853372931
246	0.06813277299
247	0.06794078461
248	0.06767829805
249	0.067470877
250	0.06713461089
251	0.06686146178
252	0.06660963696
253	0.06641154416
254	0.06611855363
255	0.06577896997
256	0.06547622652
257	0.06524088784
258	0.06501472845
259	0.0646359494
260	0.06431954609
261	0.06401924601
262	0.06365883771
263	0.06346665213
264	0.0632304573
265	0.06297817219
266	0.06273086657
267	0.06247414301
268	0.06215072801
269	0.06186235111
270	0.06154284105
271	0.06129266802
272	0.06094333245
273	0.06061527881
274	0.06033475645
275	0.06001798943
276	0.05983725583
277	0.05955916366
278	0.05918745749
279	0.05888098568
280	0.05862054892
281	0.05836374602
282	0.05806747711
283	0.05778652204
284	0.05762302844
285	0.05744075879
286	0.05725969362
287	0.05701538035
288	0.05679245088
289	0.05652851727
290	0.0563504124
291	0.05603794422
292	0.05572476435
293	0.05544887348
294	0.05524990985
295	0.05513000296
296	0.0549567628
297	0.05468711349
298	0.0545435183
299	0.05444515214
300	0.0541989197
301	0.0539766797
302	0.053831861
303	0.05358246489
304	0.05338455043
305	0.05316606142
306	0.05300083872
307	0.0527753937
308	0.05252387704
309	0.0523145811
310	0.05211861459
311	0.05194196487
312	0.05178365907
313	0.05155395336
314	0.05138104361
315	0.05122634342
316	0.05100338024
317	0.0508092038
318	0.05061879055
319	0.05033538905
320	0.05014214457
321	0.05001041883
322	0.04986847216
323	0.04972899141
324	0.04950797996
325	0.04935944378
326	0.04921329499
327	0.04899564127
328	0.04886483179
329	0.04868985991
330	0.04848664565
331	0.0483515224
332	0.04819141131
333	0.04806182686
334	0.04782130902
335	0.0476201451
336	0.04741565312
337	0.047286419
338	0.04708650682
339	0.04694017969
340	0.04686285797
341	0.04672950855
342	0.04660983367
343	0.04641476831
344	0.04617903597
345	0.04596601741
346	0.04580346632
347	0.04564546277
348	0.04549436307
349	0.04531706954
350	0.04515356966
351	0.04504403117
352	0.04494482389
353	0.04467315223
354	0.04455815308
355	0.04439746125
356	0.04425150389
357	0.04411669068
358	0.04390268048
359	0.04375933659
360	0.04363338845
361	0.04349287676
362	0.04340297378
363	0.04327660107
364	0.04314352448
365	0.04300728357
366	0.04287006377
367	0.04273292316
368	0.04261207361
369	0.04250189165
370	0.04238573041
371	0.04225610564
372	0.04216507818
373	0.04203704288
374	0.04189514425
375	0.04172835505
376	0.04162729884
377	0.0415002307
378	0.04133526156
379	0.04117289477
380	0.04099877632
381	0.04087367137
382	0.0407049446
383	0.04061667611
384	0.04046195423
385	0.04033277529
386	0.04012691644
387	0.03996145496
388	0.03981922438
389	0.03969680311
390	0.03955532595
391	0.03943297095
392	0.03927595346
393	0.0391859451
394	0.03907577042
395	0.03893992975
396	0.03877033529
397	0.03871854009
398	0.03857126794
399	0.03841732324
400	0.03831359303
401	0.03820567355
402	0.03809828666
403	0.03791892666
404	0.03783661806
405	0.03775680387
406	0.03764322569
407	0.03753468249
408	0.03740778494
409	0.03737617935
410	0.03727525388
411	0.03718125984
412	0.0370809081
413	0.03688020691
414	0.03672665371
415	0.03664522613
416	0.03654831062
417	0.0364569718
418	0.036344877
419	0.03620064058
420	0.03610581704
421	0.03599691014
422	0.03590204214
423	0.03578422951
424	0.03568181795
425	0.03557979746
426	0.03544435425
427	0.03531741967
428	0.03525491719
429	0.03512283958
430	0.03500276714
431	0.03490284644
432	0.03482574393
433	0.03468348971
434	0.03455532992
435	0.03447217507
436	0.0343962269
437	0.03431878619
438	0.03424939603
439	0.03413717785
440	0.03406281308
441	0.03396927984
442	0.03387697338
443	0.03374850444
444	0.03368409896
445	0.03358260309
446	0.03348127958
447	0.03339456867
448	0.03331232824
449	0.03318372811
450	0.03306529426
451	0.03296611584
452	0.03286775676
453	0.03276910973
454	0.03267374313
455	0.03257627377
456	0.03246675027
457	0.03237912146
458	0.03230338639
459	0.03222063506
460	0.03213719979
461	0.03201573826
462	0.03190626744
463	0.03186787084
464	0.03179890653
465	0.03169105959
466	0.03160104278
467	0.03154613693
468	0.03146396703
469	0.03137835851
470	0.03134236436
471	0.03121265718
472	0.03114163221
473	0.03104093563
474	0.03097260988
475	0.03086476567
476	0.03079100323
477	0.03068597449
478	0.03057857015
479	0.03049936791
480	0.03044095479
481	0.03038573719
482	0.03029416124
483	0.03021991427
484	0.03012917498
485	0.03002115484
486	0.0299179819
487	0.02984445782
488	0.02973558566
489	0.02968020562
490	0.02961988235
491	0.0295475688
492	0.02949608874
493	0.02938625133
494	0.02931172371
495	0.02921858645
496	0.02915489304
497	0.02908371026
498	0.02902151403
499	0.02891394851
500	0.02885264048
501	0.02876052971
502	0.02872965139
503	0.02865970383
504	0.0285828658
505	0.02850566528
506	0.02845329072
507	0.02837465307
508	0.02830587213
509	0.02819522334
510	0.0280981117
511	0.0280346398
512	0.02799434892
513	0.02792992877
514	0.02786276832
515	0.02781716294
516	0.02773021402
517	0.02762771461
518	0.02755304338
519	0.0274800917
520	0.0274066455
521	0.0273309101
522	0.02728555835
523	0.02722116686
524	0.02715583532
525	0.02710894838
526	0.02704514174
527	0.02693775973
528	0.02687766529
529	0.02683210628
530	0.02680056221
531	0.02672696909
532	0.02666643649
533	0.02660197544
534	0.02657572713
535	0.02650774376
536	0.02645502312
537	0.02635764451
538	0.0262937646
539	0.02619080576
540	0.0261411571
541	0.02603687074
542	0.02595746339
543	0.02589873582
544	0.02585317955
545	0.02579401413
546	0.02573815163
547	0.02568589984
548	0.02561531123
549	0.02555157163
550	0.02546180736
551	0.02540239673
552	0.02533779586
553	0.02529671525
554	0.02524487587
555	0.0251588519
556	0.02510196901
557	0.02503844197
558	0.02498846702
559	0.02493095111
560	0.02487718336
561	0.02480629342
562	0.02470202903
563	0.02465350853
564	0.02461728122
565	0.02455538761
566	0.02448655534
567	0.02442972639
568	0.02437253894
569	0.02434389637
570	0.02430674825
571	0.02424350712
572	0.02417655546
573	0.02412897944
574	0.02404610392
575	0.02396961434
576	0.02387567563
577	0.02384893288
578	0.02379179782
579	0.02374855094
580	0.02367676596
581	0.02359834124
582	0.02352788224
583	0.023462045
584	0.02340482833
585	0.02335549693
586	0.02329102642
587	0.02326193848
588	0.0232139791
589	0.02316196127
590	0.02309680161
591	0.02306260539
592	0.02300283517
593	0.02296314099
594	0.02291640323
595	0.02286885286
596	0.02283319487
597	0.02279194364
598	0.02276526517
599	0.02272132902
600	0.02267181678
601	0.02262274691
602	0.02256563333
603	0.02251145291
604	0.02247051142
605	0.02242086107
606	0.02237385817
607	0.02231233213
608	0.02229088147
609	0.0222499267
610	0.02221794429
611	0.0221944758
612	0.02213910171
613	0.02210611536
614	0.02205829405
615	0.02200914786
616	0.02198553816
617	0.02192246742
618	0.02186508587
619	0.02181620059
620	0.02176437165
621	0.02170469472
622	0.02167005563
623	0.02159058523
624	0.02151321891
625	0.02146293653
626	0.02140991801
627	0.02136589235
628	0.02131030649
629	0.02127109173
630	0.02120898488
631	0.02113219626
632	0.021098447
633	0.02105955034
634	0.02102036723
635	0.02096701048
636	0.02091744697
637	0.02088568166
638	0.02082378642
639	0.02076105097
640	0.02072299177
641	0.02065543501
642	0.02059580669
643	0.02057031095
644	0.02054081281
645	0.02049921177
646	0.02043913743
647	0.02040167375
648	0.02036844148
649	0.02034073174
650	0.02029617548
651	0.02025564115
652	0.02022689886
653	0.02017072041
654	0.02011813787
655	0.02007769087
656	0.02005450464
657	0.02000165276
658	0.01996520531
659	0.01993192014
660	0.01987280386
661	0.01983608635
662	0.01977931202
663	0.019705659
664	0.0196618133
665	0.01961784532
666	0.01957674484
667	0.01953596334
668	0.01948717345
669	0.01945554981
670	0.01940666637
671	0.01936867711
672	0.01931042755
673	0.01927177633
674	0.01925411713
675	0.0192159467
676	0.0191795293
677	0.01915478609
678	0.019105186
679	0.01907010433
680	0.01903692045
681	0.01899924874
682	0.0189422972
683	0.01888281924
684	0.01885045519
685	0.01880330209
686	0.01876408536
687	0.01871636087
688	0.01867794199
689	0.01863949269
690	0.01861789235
691	0.01860268949
692	0.01855294364
693	0.01851763815
694	0.01848171609
695	0.01844892684
696	0.01841700515
697	0.0183637892
698	0.0183127668
699	0.01826552882
700	0.01823750426
701	0.01820128735
702	0.01815597594
703	0.01810496459
704	0.01805331944
705	0.01801442765
706	0.01797719577
707	0.01791983375
708	0.01789423741
709	0.01786758842
710	0.01782158774
711	0.01779687279
712	0.01777426307
713	0.01773072959
714	0.01768793525
715	0.01766411925
716	0.01764047111
717	0.01760720305
718	0.01757408091
719	0.01752297523
720	0.01749270965
721	0.01744649073
722	0.01742133153
723	0.01736300577
724	0.01731641266
725	0.01729013617
726	0.01725942569
727	0.01722182423
728	0.01717181748
729	0.01714653654
730	0.01712217851
731	0.01710371064
732	0.01705894371
733	0.0170220022
734	0.01698402673
735	0.01695166493
736	0.01694508758
737	0.01690715631
738	0.0168582648
739	0.01682897967
740	0.01679723382
741	0.016765555
742	0.01673815837
743	0.01670573824
744	0.01666370982
745	0.01661825114
746	0.01656965198
747	0.01653489257
748	0.01649550812
749	0.0164601351
750	0.01642343732
751	0.01638626097
752	0.01636352836
753	0.01633711293
754	0.01632642595
755	0.01630513106
756	0.0162843457
757	0.01624756438
758	0.01622315975
759	0.01619005498
760	0.01614704685
761	0.01612299945
762	0.01609866702
763	0.01606812238
764	0.01603517054
765	0.01600512369
766	0.01596469025
767	0.0159482457
768	0.01594032579
769	0.01590547301
770	0.01585528719
771	0.0158093411
772	0.01579471303
773	0.01576046016
774	0.01573313205
775	0.01571044389
776	0.01568377898
777	0.01565144186
778	0.01562005951
779	0.01559025854
780	0.01558005475
781	0.01554103602
782	0.01551419869
783	0.01548000076
784	0.01544840109
785	0.01541435289
786	0.01538252062
787	0.01535615505
788	0.01533373633
789	0.0153048456
790	0.01527162499
791	0.01523824818
792	0.01520319808
793	0.01517422356
794	0.01514440259
795	0.01511105586
796	0.01507941252
797	0.01504082373
798	0.01502089143
799	0.01499378097
800	0.01497161959
801	0.01495106883
802	0.01491208423
803	0.01488516457
804	0.01484909039
805	0.01482369918
806	0.01479508635
807	0.01478810761
808	0.01475715034
809	0.01473911347
810	0.01471191893
811	0.014689574
812	0.01466533025
813	0.01462137038
814	0.01459299744
815	0.01456349999
816	0.01453797114
817	0.01449923561
818	0.01445649198
819	0.01443949005
820	0.01441482833
821	0.01438274303
822	0.0143313023
823	0.01429862438
824	0.014271426
825	0.0142402964
826	0.01421524749
827	0.01418386342
828	0.01414857816
829	0.01412161076
830	0.01409193349
831	0.01407814391
832	0.01405647279
833	0.01402416578
834	0.0139822836
835	0.01394862734
836	0.0139313908
837	0.01390753218
838	0.01387730324
839	0.01384748971
840	0.01382282377
841	0.013799895
842	0.01376444808
843	0.0137353806
844	0.01371365088
845	0.01368176515
846	0.01365239333
847	0.01362499371
848	0.01359135632
849	0.01356207134
850	0.01354250243
851	0.01351044838
852	0.01349297199
853	0.01346809109
854	0.01344563209
855	0.0134281314
856	0.0134039943
857	0.01337094578
858	0.01334686042
859	0.01330912291
860	0.01328739441
861	0.01326556938
862	0.01323542267
863	0.0132199351
864	0.01321293099
865	0.01321034718
866	0.01317752666
867	0.01314489661
868	0.01311780834
869	0.01309677005
870	0.01306563714
871	0.01303849753
872	0.01301328091
873	0.01300737506
874	0.01297944229
875	0.01294909343
876	0.01293300088
877	0.012907954
878	0.01290051524
879	0.01287732867
880	0.01286003268
881	0.01282490466
882	0.01279515229
883	0.0127822788
884	0.01275346897
885	0.01271885154
886	0.01269483031
887	0.01267339487
888	0.01265210266
889	0.01263427102
890	0.01263022119
891	0.01260417728
892	0.01258249461
893	0.01256166702
894	0.01254463295
895	0.01253979385
896	0.01250642421
897	0.01248274026
898	0.01248089402
899	0.01245908317
900	0.01244118103
901	0.0124120274
902	0.01240687895
903	0.01239553061
904	0.01237340494
905	0.01237030133
906	0.01234603864
907	0.0123379686
908	0.01231545355
909	0.01228940181
910	0.01227297554
911	0.01224584321
912	0.01220657179
913	0.01217764922
914	0.01215505067
915	0.01214247591
916	0.01211602441
917	0.01208751525
918	0.01207265917
919	0.01204821214
920	0.01203108436
921	0.01202107146
922	0.01200484713
923	0.0119823605
924	0.01196678595
925	0.01195350456
926	0.01193626571
927	0.0119170028
928	0.0119158449
929	0.01188739162
930	0.01186662959
931	0.01185829147
932	0.01183202867
933	0.01182467602
934	0.01180122405
935	0.01178137471
936	0.01176150477
937	0.0117458607
938	0.01173514412
939	0.01171706067
940	0.01168619428
941	0.01166520468
942	0.0116525637
943	0.01163910128
944	0.01162000461
945	0.01159239856
946	0.01155997884
947	0.01153429533
948	0.01151981051
949	0.01148215274
950	0.01145397449
951	0.01145221209
952	0.01141956668
953	0.0113990055
954	0.01139277464
955	0.01137456583
956	0.01135440763
957	0.01132176685
958	0.01130934301
959	0.01128379307
960	0.01126012393
961	0.01125807401
962	0.0112456245
963	0.01124425837
964	0.01123316624
965	0.01122135462
966	0.01120520596
967	0.01118496693
968	0.01118205601
969	0.01115905901
970	0.0111370871
971	0.01111506152
972	0.01109218758
973	0.01107454114
974	0.01107267954
975	0.01104519318
976	0.01103627238
977	0.01101250954
978	0.01097994473
979	0.01095998817
980	0.01094871768
981	0.0109335231
982	0.0109325398
983	0.01090147559
984	0.01087259
985	0.01087123639
986	0.01085716925
987	0.01082690644
988	0.01081540941
989	0.0108002536
990	0.01077932077
991	0.01076234277
992	0.01076011232
993	0.01074688883
994	0.01073341891
995	0.01072205146
996	0.01070406507
997	0.01068784557
998	0.01067687552
999	0.01065767214
